"<seg id=""131"">",The esophagus is empty and the mucosa is unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""132"">",The stomach contains an estimated 30 milliliters of thick sanguinous fluid.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""133"">",The gastric mucosa shows no evidence or ulceration.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""134"">",There is a mild flattening of the rugal pattern within the antrum with intense hyperemia.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""135"">",The duodenum contains bile-stained thick tan fluid.,lexical ambiguity,tan: sun taned vs dark yellow,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""136"">","The jejunum, ileum, and the colon contain yellowish fluid with a thick, cloudy, particulate matter.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""137"">",There is no major alteration to internal and external inspection and palpation except for a yellowish/white shiny discoloration of the mucosa.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""138"">",The vermiform appendix is identified.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""139"">","The pancreas is tan, lobulated and shows no neoplasia, calcification or hemorrhage.",lexical ambiguity,tan: sun taned vs dark yellow,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""140"">",There are no intraluminal masses or pseudomenbrane.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""141"">","UROGENITAL SYSTEM: The kidneys are of similar size and shape and weigh 160 grams and 190 grams, right and left, respectively.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""142"">",The capsules are intact and strip with ease.,lexical ambiguity,to strip: to undress vs to peel,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""143"">","The cortical surfaces are purplish, congested and mildly granular.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""144"">",The cut surfaces reveal a well-defined corticomedullary junction.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""145"">","There are no structural abnormalities of the medullae, calyces or pelves.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""146"">",The ureters are slender and patent.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""147"">",The urinary bladder has approximately 0.5 milliliters of cloudy yellow urine.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""148"">",The mucosa is unremarkable.,lexical ambiguity,unremarkable = unnoticeable vs normal,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""149"">",The vagina is normally wrinkled and contains no foreign matter.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""150"">",The uterus shows a reddish endometrial lining with no evidence of intra-uterine pregnancy.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""151"">",The fallopian tubes and ovaries are within normal limits.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""152"">",ENDOCRINE SYSTEM: The adrenal glands have a normal configuration with the golden yellow cortices well demarcated from the underlying medullae and there is no evidence of hemorrhage.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""153"">",The thyroid gland is mildly fibrotic and has focally pale gray parenchyma on sectioning.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""154"">",The pituitary gland is within normal limits.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""155"">","MUSCULOSKELETAL SYSTEM: Postmortem radiographs of the body show no acute, healed or healing fractures of the head, the neck, the appendicular skeleton or the axial skeleton.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""156"">",The muscles are normally formed.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""157"">","Dissection of the right anterior thigh in the aforementioned areas of scarring revealed subcutaneous fibrosis and multiple small cysts containing turbid, yellow fluid.",lexical ambiguity,turbid = turbo vs muddy/murky,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""158"">",The cyst-like structures range in sizes from 0.5 centimeters to 1.2 centimeters in diameter.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""159"">",The cyst associated with the most medial scar is 8 millimeter in diameter and has a calcified wall and the cyst associated with the more lateral scar measures 1 centimeter in diameter.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""160"">","Dissection of the buttocks reveals diffuse subcutaneous scarring and fat necrosis of the adipose tissue bilaterally with three subcutaneous cystic structures containing light yellow, clear, thick liquid within the left buttock.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""161"">","The right buttock contains similar cysts with similar content, with at least one cyst wall being calcified.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""162"">","The left and right buttocks have foci of recent, hemorrhagic tracts within the subcutaneous adipose tissue and the superficial and deep muscular layers extending from the skin surface.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""163"">","There is a deep-seated 3 x 2.5 x 2 centimeter abscess within the musculature of the left buttock with a creamy, yellow-green pus on sectioning.",lexical ambiguity,on sectioning: section vs to cut,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""164"">","A recent, hemorrhagic, needle tract extends into the abscess wall from the skin surface.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""165"">",CENTRAL NERVOUS SYSTEM: The scalp has no hemorrhage or contusions.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""166"">",The calvarium is intact.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""167"">","There is no epidural, subdural or subarachnoid hemorrhage.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""168"">",The brain has a normal convolutional pattern and weighs 1300 grams.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""169"">",The meninges are clear.,lexical ambiguity,clear: light coloured vs without residuous,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""170"">",The cortical surfaces of the brain have mild to moderate flattening of the gyri with narrowing of the sulci.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""171"">",The brain is cut after formalin fixation and a separate neuropathology report is attached.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""172"">",SPECIAL PROCEDURES: Layer by layer anterior and posterior neck dissections were conducted.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""173"">",The nails of the left hand were cut and preserved.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""174"">",Dissection of the entire back including both gluteal regions was conducted.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""175"">",A biological trace evidence was collected.,lexical ambiguity,"evidence: signs, body of information vs sample",,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""176"">",Multiple hairs were pulled from various parts of the head.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""177"">",Additional blood and tissue samples for DNA was collected.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""178"">",FINAL PATHOLOGICAL DIAGNOSES:,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""179"">",I. ACUTE COMBINED DRUG INTOXICATION,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""180"">",A. Toxic/lethal drug:,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""181"">",Chloral Hydrate (Noctec).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""182"">",1.Trichloroethanol (TCE) 75ug/mL (active metabolite).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""183"">",2.Trichloroacetic acid ( TCA) 85ug/mL (inactive metabolite).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""184"">",B. Therapeutic drugs:,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""185"">",1. Diphenhydramine (Bendaryl) 0.11 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""186"">",2. Clonazepam (Klonopin) 0.04 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""187"">",3. Diazepam (Valium) 0.21 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""188"">",4. Nordiazepam (metabolite) 0.38 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""189"">",5 Temazepam (metabolite) 0.09 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""190"">",6. Oxazepam 0.09 mg/L.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""191"">",7. Lorazepam 22.0 ng/mL.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""192"">","C. Other non-contributory drugs present (atropine, topiramate, ciprofloxacin, acetaminophen).",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""193"">","II. LEFT GLUTEAL PANNICULITIS, WITH ABSCESS FORMATION AND RECENT LINEAR HEMORRHAGE.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""194"">","III. FIBROSIS WITH FAT NECROSIS (CHRONIC REPEATED INJECTIONS OF VARIOUS MEDICATIONS IN BUTTOCKS) OF DERMAL AND SUBCUTANEOUS TISSUES, BILATERAL GLUTEAL REGIONS AND ANTERIOR RIGHT THIGH.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""195"">","IV. GASTROENTERITIS, MILD, OF PROBABLE VIRAL ETIOLOGY.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""196"">",V. DEPRESSION FOLLOWING RECENT DELIVERY OF TERM INFANT AND RECENT DEATH OF ADULT SON (SEPTEMBER 2006).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""197"">",VI. MODERATE CONGESTIVE HEPATOMEGALY (2550 GRAMS).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""198"">",VII. FIBROUS PLEURAL ADHESIONS.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""199"">",VIII. CHRONIC THYROIDITIS (HASHIMOTO THYROIDITIS).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""200"">",IX. WELL HEALED SUPRAPUBIC SCAR (STATUS POST CESAREAN SECTION).,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""201"">","X. MINIMAL, INSIGNIFICANT MYOCARDIAL FIBROSIS.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""202"">",XI. STATUS POST MEDICAL INTERVENTION.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""203"">",A. Endotracheal tube placement.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""204"">",B. Right jugular line placement.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""205"">",C. Cardiac Monitoring devices and defibrillator pad placement.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""206"">",D. Bilateral anterior elbow and left anterior wrist venipuncture sites with surrounding ecchymoses.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""207"">","XII. STATUS POST BILATERAL BREAST IMPLANTS WITH SCARRING, LEFT AREOLA.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""208"">","XIII. MICRO-INFARCT OF BRAIN, LEFT OCCIPITAL WHITE MATTER.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""209"">","XIV. MINOR CONTUSIONS, POSTERIOR SHOULDERS.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""210"">",OPINION: ABC was a 39-year-old white female who died of acute combined drug intoxication.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""211"">","Abscesses of buttocks, and viral enteritis were contributory causes of death.",,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""212"">",THE MANNER OF DEATH IS DETERMINED TO BE: ACCIDENT,X,X,,,,,,,,,,,,,,,,,,,,,,,
</doc>,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
<doc,https://www.rcog.org.uk/en/patients/patient-leaflets/managing-premenstrual-syndrome-pms/ >,,,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""1"">",Managing premenstrual syndrome (PMS),X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""2"">","PMS is the name given to the physical and emotional symptoms affecting your daily life in the 2 weeks before you have your period.
",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""3"">",These symptoms usually get better once your period starts and often disappear by the end of your period.,lexical ambiguity,period = menstruation vs time frame,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""4"">",Nearly all women have some premenstrual symptoms.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""5"">","Each woman’s symptoms are different, but the most common include:",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""6"">",medical,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""7"">","feeling depressed, irritable or bad-tempered","gender
gender
gender","feeling depressed = feminine
irritable = feminine
bad-tempered = feminine",,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""8"">","feeling upset, anxious or emotional tiredness or having trouble sleeping","gender
gender
gender","feeling upset = feminine
anxious = feminine
emotional tiredness = feminine",,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""9"">",headaches,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""10"">",changes in appetite and food cravings,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""11"">",feeling clumsy,gender,clumsy = feminine,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""12"">",fluid retention and feeling bloated,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""13"">",changes to skin or hair,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""14"">",sore or tender breasts.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""15"">","Symptoms can vary from month to month, although they tend to form a pattern over time.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""16"">","Between 2 and 4 in 100 women get PMS that is severe enough to prevent them from getting on with their daily lives. 
",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""17"">","A very small number of women get an even more intense form of PMS known as premenstrual dysphoric disorder (PMDD), which is not covered in this information.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""18"">","If you have questions about this, you should discuss it with your healthcare professional and see the Further information section below.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""19"">",What causes PMS?,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""20"">",The exact cause of PMS is not known.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""21"">",It could be linked to changes in the levels of your hormones and body chemicals.,"reference
gender","it = PMS
linked to = feminine",,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""22"">",The levels of your hormones change during your menstrual cycle.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""23"">","Some women are more sensitive to these hormonal changes, which can lead to the symptoms described.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""24"">",Women who use some forms of hormonal contraception are less affected by PMS.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""25"">","PMS has also been linked to a variety of chemical substances in your blood called neurotransmitters, such as serotonin and gamma-aminobutyric acid (GABA).",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""26"">",How do I know I have PMS?,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""27"">","If you are getting symptoms, you should write them down in a diary for at least two menstrual cycles in a row.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""28"">",Your healthcare professional will then review your diary with you to see whether your symptoms fit the pattern of PMS.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""29"">","If your symptom diary alone is not enough for diagnosis, you may be offered treatment with gonadotrophin-releasing hormone (GnRH) analogues for a period of 3 months.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""30"">","This will temporarily stop your ovaries producing hormones, which may help with your diagnosis.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""31"">",What are my options?,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""32"">",There is a wide range of options to help you to manage your symptoms and allow you to get on with your daily life.,gender,help you = feminine,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""33"">",Your healthcare professional will discuss these with you.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""34"">","Whatever option you choose, you will be advised to continue to keep a diary of your symptoms for at least another 2–3 months, as this can help to see whether a particular treatment is working.",gender,advised = feminine,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""35"">",Lifestyle changes,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""36"">","In the first instance, you can take some positive steps to try to improve your symptoms by:",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""37"">",doing more exercise,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""38"">",eating a healthy balanced diet –,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""39"">",The NHS Choices website at www.nhs.uk/Livewell/healthy-eating/Pages/Healthyeating.aspx can provide more information about a healthy diet,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""40"">","trying to reduce and manage stress, for example by using meditation, yoga and mindfulness.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""41"">",Speak with your healthcare professional if you would like further information about ways to change your lifestyle and about treatments that can help.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""42"">",Psychological support and therapy,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""43"">",Cognitive behavioural therapy (CBT) is known to help PMS symptoms and should be offered to you as a treatment option.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""44"">",This involves discussing your symptoms with a therapist.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""45"">",It can help you learn new ways of managing some of your symptoms to reduce their impact on your daily life.,gender,help you = feminine,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""46"">",Complementary therapy,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""47"">",There are several alternative or complementary therapies for PMS.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""48"">","Many women find these helpful, although there is little evidence to show that they are effective.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""49"">",You should inform your healthcare professional if you are taking any medicine or supplement.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""50"">",This is because some complementary therapies may react with other medicines.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""51"">","Supplements of calcium, vitamin D, Vitex agnus-castus (a herb known as chasteberry) or Ginkgo biloba may be helpful.",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""52"">",Evening primrose oil can reduce breast tenderness.,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""53"">",Medical treatment,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""54"">",Non-hormonal,X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""55"">","Two types of antidepressant medications have been shown to help PMS symptoms, namely selective serotonin reuptake inhibitors (SSRIs) and serotonin–noradrenaline reuptake inhibitors (SNRIs).",X,X,,,,,,,,,,,,,,,,,,,,,,,
"<seg id=""56"">",Antidepressants should only be prescribed by a healthcare professional.,X,X,,,,,,,,,,,,,,,,,,,,,,,
